source_type,source_id,relation,target_type,target_id,detail,evidence_file,evidence_page
tender,72113,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_72113.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
person,pp0053,invited tender,tender,72139,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
organization,og0032,advertised,tender,72139,,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
tender,72139,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_72139.pdf,1
organization,og0036,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
person,pp0025,invited tender,tender,72156,"Chief Engineer, Project & Design",Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
organization,og0036,advertised,tender,72156,,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
tender,72156,belongs to project,project,pr0004,,Tender Notice_PDFs/RAJUK_Tender_72156.pdf,1
organization,og0036,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_72166.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_72166.pdf,1
person,pp0025,invited tender,tender,72166,"Chief Engineer, Project & Design",Tender Notice_PDFs/RAJUK_Tender_72166.pdf,2
organization,og0036,advertised,tender,72166,,Tender Notice_PDFs/RAJUK_Tender_72166.pdf,1
tender,72166,belongs to project,project,pr0018,,Tender Notice_PDFs/RAJUK_Tender_72166.pdf,1
organization,og0008,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_722613.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_722613.pdf,1
person,pp0010,invited tender,tender,722613,Sup. Eng. (Mechanical),Tender Notice_PDFs/RAJUK_Tender_722613.pdf,1
organization,og0008,advertised,tender,722613,,Tender Notice_PDFs/RAJUK_Tender_722613.pdf,1
tender,722613,belongs to project,project,pr0028,,Tender Notice_PDFs/RAJUK_Tender_722613.pdf,1
organization,og0008,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_722614.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_722614.pdf,1
person,pp0010,invited tender,tender,722614,Sup. Eng. (Mechanical),Tender Notice_PDFs/RAJUK_Tender_722614.pdf,1
organization,og0008,advertised,tender,722614,,Tender Notice_PDFs/RAJUK_Tender_722614.pdf,1
tender,722614,belongs to project,project,pr0028,,Tender Notice_PDFs/RAJUK_Tender_722614.pdf,1
organization,og0014,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_727612.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_727612.pdf,1
person,pp0009,invited tender,tender,727612,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_727612.pdf,1
organization,og0014,advertised,tender,727612,,Tender Notice_PDFs/RAJUK_Tender_727612.pdf,1
tender,727612,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_727612.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_732686.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_732686.pdf,1
person,pp0004,invited tender,tender,732686,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_732686.pdf,1
organization,og0012,advertised,tender,732686,,Tender Notice_PDFs/RAJUK_Tender_732686.pdf,1
tender,732686,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_732686.pdf,1
organization,og0006,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_737121.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_737121.pdf,1
person,pp0003,invited tender,tender,737121,PD (9apt),Tender Notice_PDFs/RAJUK_Tender_737121.pdf,1
organization,og0006,advertised,tender,737121,,Tender Notice_PDFs/RAJUK_Tender_737121.pdf,1
tender,737121,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_737121.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_745254.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_745254.pdf,1
person,pp0004,invited tender,tender,745254,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_745254.pdf,1
organization,og0012,advertised,tender,745254,,Tender Notice_PDFs/RAJUK_Tender_745254.pdf,1
tender,745254,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_745254.pdf,1
organization,og0007,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_745718.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_745718.pdf,1
person,pp0004,invited tender,tender,745718,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_745718.pdf,1
organization,og0007,advertised,tender,745718,,Tender Notice_PDFs/RAJUK_Tender_745718.pdf,1
tender,745718,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_745718.pdf,1
organization,og0008,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_747343.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_747343.pdf,1
person,pp0010,invited tender,tender,747343,Sup. Eng. (Mechanical),Tender Notice_PDFs/RAJUK_Tender_747343.pdf,1
organization,og0008,advertised,tender,747343,,Tender Notice_PDFs/RAJUK_Tender_747343.pdf,1
tender,747343,belongs to project,project,pr0004,,Tender Notice_PDFs/RAJUK_Tender_747343.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_747837.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_747837.pdf,1
person,pp0004,invited tender,tender,747837,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_747837.pdf,1
organization,og0012,advertised,tender,747837,,Tender Notice_PDFs/RAJUK_Tender_747837.pdf,1
tender,747837,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_747837.pdf,1
organization,og0003,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_748677.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_748677.pdf,1
person,pp0099,invited tender,tender,748677,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_748677.pdf,1
organization,og0003,advertised,tender,748677,,Tender Notice_PDFs/RAJUK_Tender_748677.pdf,1
tender,748677,belongs to project,project,pr0097,,Tender Notice_PDFs/RAJUK_Tender_748677.pdf,1
organization,og0072,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_752801.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_752801.pdf,1
person,pp0009,invited tender,tender,752801,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_752801.pdf,1
organization,og0072,advertised,tender,752801,,Tender Notice_PDFs/RAJUK_Tender_752801.pdf,1
tender,752801,belongs to project,project,pr0079,,Tender Notice_PDFs/RAJUK_Tender_752801.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753302.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753302.pdf,1
person,pp0010,invited tender,tender,753302,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753302.pdf,1
organization,og0023,advertised,tender,753302,,Tender Notice_PDFs/RAJUK_Tender_753302.pdf,1
tender,753302,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753302.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753303.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753303.pdf,1
person,pp0010,invited tender,tender,753303,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753303.pdf,1
organization,og0023,advertised,tender,753303,,Tender Notice_PDFs/RAJUK_Tender_753303.pdf,1
tender,753303,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753303.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753305.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753305.pdf,1
person,pp0010,invited tender,tender,753305,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753305.pdf,1
organization,og0023,advertised,tender,753305,,Tender Notice_PDFs/RAJUK_Tender_753305.pdf,1
tender,753305,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753305.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753306.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753306.pdf,1
person,pp0010,invited tender,tender,753306,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753306.pdf,1
organization,og0023,advertised,tender,753306,,Tender Notice_PDFs/RAJUK_Tender_753306.pdf,1
tender,753306,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753306.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753307.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753307.pdf,1
person,pp0010,invited tender,tender,753307,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753307.pdf,1
organization,og0023,advertised,tender,753307,,Tender Notice_PDFs/RAJUK_Tender_753307.pdf,1
tender,753307,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753307.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753308.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753308.pdf,1
person,pp0010,invited tender,tender,753308,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753308.pdf,1
organization,og0023,advertised,tender,753308,,Tender Notice_PDFs/RAJUK_Tender_753308.pdf,1
tender,753308,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753308.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753309.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753309.pdf,1
person,pp0010,invited tender,tender,753309,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753309.pdf,1
organization,og0023,advertised,tender,753309,,Tender Notice_PDFs/RAJUK_Tender_753309.pdf,1
tender,753309,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753309.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753310.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753310.pdf,1
person,pp0010,invited tender,tender,753310,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753310.pdf,1
organization,og0023,advertised,tender,753310,,Tender Notice_PDFs/RAJUK_Tender_753310.pdf,1
tender,753310,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753310.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753311.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753311.pdf,1
person,pp0010,invited tender,tender,753311,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753311.pdf,1
organization,og0023,advertised,tender,753311,,Tender Notice_PDFs/RAJUK_Tender_753311.pdf,1
tender,753311,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753311.pdf,1
organization,og0023,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_753312.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_753312.pdf,1
person,pp0010,invited tender,tender,753312,PD (Jhilmil),Tender Notice_PDFs/RAJUK_Tender_753312.pdf,1
organization,og0023,advertised,tender,753312,,Tender Notice_PDFs/RAJUK_Tender_753312.pdf,1
tender,753312,belongs to project,project,pr0017,,Tender Notice_PDFs/RAJUK_Tender_753312.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_755031.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_755031.pdf,1
person,pp0004,invited tender,tender,755031,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_755031.pdf,1
organization,og0012,advertised,tender,755031,,Tender Notice_PDFs/RAJUK_Tender_755031.pdf,1
tender,755031,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_755031.pdf,1
organization,og0011,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_755274.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_755274.pdf,1
person,pp0010,invited tender,tender,755274,Sup. Eng. (Elec.),Tender Notice_PDFs/RAJUK_Tender_755274.pdf,1
organization,og0011,advertised,tender,755274,,Tender Notice_PDFs/RAJUK_Tender_755274.pdf,1
tender,755274,belongs to project,project,pr0018,,Tender Notice_PDFs/RAJUK_Tender_755274.pdf,1
organization,og0008,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_755479.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_755479.pdf,1
person,pp0010,invited tender,tender,755479,Sup. Eng. (Mechanical),Tender Notice_PDFs/RAJUK_Tender_755479.pdf,1
organization,og0008,advertised,tender,755479,,Tender Notice_PDFs/RAJUK_Tender_755479.pdf,1
tender,755479,belongs to project,project,pr0004,,Tender Notice_PDFs/RAJUK_Tender_755479.pdf,1
organization,og0008,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_756104.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_756104.pdf,1
person,pp0010,invited tender,tender,756104,Sup. Eng. (Mechanical),Tender Notice_PDFs/RAJUK_Tender_756104.pdf,1
organization,og0008,advertised,tender,756104,,Tender Notice_PDFs/RAJUK_Tender_756104.pdf,1
tender,756104,belongs to project,project,pr0004,,Tender Notice_PDFs/RAJUK_Tender_756104.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_770668.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_770668.pdf,1
person,pp0004,invited tender,tender,770668,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_770668.pdf,1
organization,og0012,advertised,tender,770668,,Tender Notice_PDFs/RAJUK_Tender_770668.pdf,1
tender,770668,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_770668.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_770669.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_770669.pdf,1
person,pp0004,invited tender,tender,770669,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_770669.pdf,1
organization,og0012,advertised,tender,770669,,Tender Notice_PDFs/RAJUK_Tender_770669.pdf,1
tender,770669,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_770669.pdf,1
organization,og0006,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_775169.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_775169.pdf,1
person,pp0003,invited tender,tender,775169,PD (9apt),Tender Notice_PDFs/RAJUK_Tender_775169.pdf,1
organization,og0006,advertised,tender,775169,,Tender Notice_PDFs/RAJUK_Tender_775169.pdf,1
tender,775169,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_775169.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_775307.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_775307.pdf,1
person,pp0004,invited tender,tender,775307,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_775307.pdf,1
organization,og0012,advertised,tender,775307,,Tender Notice_PDFs/RAJUK_Tender_775307.pdf,1
tender,775307,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_775307.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_775309.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_775309.pdf,1
person,pp0004,invited tender,tender,775309,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_775309.pdf,1
organization,og0012,advertised,tender,775309,,Tender Notice_PDFs/RAJUK_Tender_775309.pdf,1
tender,775309,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_775309.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_775518.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_775518.pdf,1
person,pp0004,invited tender,tender,775518,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_775518.pdf,1
organization,og0012,advertised,tender,775518,,Tender Notice_PDFs/RAJUK_Tender_775518.pdf,1
tender,775518,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_775518.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_778651.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_778651.pdf,1
person,pp0116,invited tender,tender,778651,Project Director,Tender Notice_PDFs/RAJUK_Tender_778651.pdf,1
organization,og0015,advertised,tender,778651,,Tender Notice_PDFs/RAJUK_Tender_778651.pdf,1
tender,778651,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_778651.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_778652.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_778652.pdf,1
person,pp0116,invited tender,tender,778652,Project Director,Tender Notice_PDFs/RAJUK_Tender_778652.pdf,1
organization,og0015,advertised,tender,778652,,Tender Notice_PDFs/RAJUK_Tender_778652.pdf,1
tender,778652,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_778652.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_778653.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_778653.pdf,1
person,pp0116,invited tender,tender,778653,Project Director,Tender Notice_PDFs/RAJUK_Tender_778653.pdf,1
organization,og0015,advertised,tender,778653,,Tender Notice_PDFs/RAJUK_Tender_778653.pdf,1
tender,778653,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_778653.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_788086.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_788086.pdf,1
person,pp0004,invited tender,tender,788086,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_788086.pdf,1
organization,og0012,advertised,tender,788086,,Tender Notice_PDFs/RAJUK_Tender_788086.pdf,1
tender,788086,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_788086.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_789917.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_789917.pdf,1
person,pp0116,invited tender,tender,789917,Project Director,Tender Notice_PDFs/RAJUK_Tender_789917.pdf,1
organization,og0015,advertised,tender,789917,,Tender Notice_PDFs/RAJUK_Tender_789917.pdf,1
tender,789917,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_789917.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_789918.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_789918.pdf,1
person,pp0116,invited tender,tender,789918,Project Director,Tender Notice_PDFs/RAJUK_Tender_789918.pdf,1
organization,og0015,advertised,tender,789918,,Tender Notice_PDFs/RAJUK_Tender_789918.pdf,1
tender,789918,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_789918.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_789920.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_789920.pdf,1
person,pp0116,invited tender,tender,789920,Project Director,Tender Notice_PDFs/RAJUK_Tender_789920.pdf,1
organization,og0015,advertised,tender,789920,,Tender Notice_PDFs/RAJUK_Tender_789920.pdf,1
tender,789920,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_789920.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_789921.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_789921.pdf,1
person,pp0116,invited tender,tender,789921,Project Director,Tender Notice_PDFs/RAJUK_Tender_789921.pdf,1
organization,og0015,advertised,tender,789921,,Tender Notice_PDFs/RAJUK_Tender_789921.pdf,1
tender,789921,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_789921.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_789948.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_789948.pdf,1
person,pp0116,invited tender,tender,789948,Project Director,Tender Notice_PDFs/RAJUK_Tender_789948.pdf,1
organization,og0015,advertised,tender,789948,,Tender Notice_PDFs/RAJUK_Tender_789948.pdf,1
tender,789948,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_789948.pdf,1
organization,og0003,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_792327.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_792327.pdf,1
person,pp0099,invited tender,tender,792327,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_792327.pdf,1
organization,og0003,advertised,tender,792327,,Tender Notice_PDFs/RAJUK_Tender_792327.pdf,1
tender,792327,belongs to project,project,pr0097,,Tender Notice_PDFs/RAJUK_Tender_792327.pdf,1
organization,og0014,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_792351.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_792351.pdf,1
person,pp0009,invited tender,tender,792351,Superintending Engineer,Tender Notice_PDFs/RAJUK_Tender_792351.pdf,1
organization,og0014,advertised,tender,792351,,Tender Notice_PDFs/RAJUK_Tender_792351.pdf,1
tender,792351,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_792351.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
person,pp0053,invited tender,tender,79261,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
organization,og0032,advertised,tender,79261,,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
tender,79261,belongs to project,project,pr0104,,Tender Notice_PDFs/RAJUK_Tender_79261.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_79262.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_79262.pdf,1
person,pp0053,invited tender,tender,79262,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_79262.pdf,2
organization,og0032,advertised,tender,79262,,Tender Notice_PDFs/RAJUK_Tender_79262.pdf,1
tender,79262,belongs to project,project,pr0101,,Tender Notice_PDFs/RAJUK_Tender_79262.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_79395.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_79395.pdf,1
person,pp0053,invited tender,tender,79395,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_79395.pdf,2
organization,og0032,advertised,tender,79395,,Tender Notice_PDFs/RAJUK_Tender_79395.pdf,1
tender,79395,belongs to project,project,pr0101,,Tender Notice_PDFs/RAJUK_Tender_79395.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_796189.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_796189.pdf,1
person,pp0004,invited tender,tender,796189,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_796189.pdf,1
organization,og0012,advertised,tender,796189,,Tender Notice_PDFs/RAJUK_Tender_796189.pdf,1
tender,796189,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_796189.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_800104.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_800104.pdf,1
person,pp0004,invited tender,tender,800104,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_800104.pdf,1
organization,og0012,advertised,tender,800104,,Tender Notice_PDFs/RAJUK_Tender_800104.pdf,1
tender,800104,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_800104.pdf,1
organization,og0012,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_800105.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_800105.pdf,1
person,pp0004,invited tender,tender,800105,PD (Uttara Appartment),Tender Notice_PDFs/RAJUK_Tender_800105.pdf,1
organization,og0012,advertised,tender,800105,,Tender Notice_PDFs/RAJUK_Tender_800105.pdf,1
tender,800105,belongs to project,project,pr0093,,Tender Notice_PDFs/RAJUK_Tender_800105.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_80585.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_80585.pdf,1
person,pp0053,invited tender,tender,80585,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_80585.pdf,2
organization,og0032,advertised,tender,80585,,Tender Notice_PDFs/RAJUK_Tender_80585.pdf,1
tender,80585,belongs to project,project,pr0101,,Tender Notice_PDFs/RAJUK_Tender_80585.pdf,1
organization,og0032,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_80586.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_80586.pdf,1
person,pp0053,invited tender,tender,80586,"Chief Engineer, Implementation",Tender Notice_PDFs/RAJUK_Tender_80586.pdf,2
organization,og0032,advertised,tender,80586,,Tender Notice_PDFs/RAJUK_Tender_80586.pdf,1
tender,80586,belongs to project,project,pr0101,,Tender Notice_PDFs/RAJUK_Tender_80586.pdf,1
organization,og0015,part of,organization,og0002,,Tender Notice_PDFs/RAJUK_Tender_807901.pdf,1
organization,og0002,part of,organization,og0001,,Tender Notice_PDFs/RAJUK_Tender_807901.pdf,1
person,pp0116,invited tender,tender,807901,Project Director,Tender Notice_PDFs/RAJUK_Tender_807901.pdf,1
organization,og0015,advertised,tender,807901,,Tender Notice_PDFs/RAJUK_Tender_807901.pdf,1
tender,807901,belongs to project,project,pr0009,,Tender Notice_PDFs/RAJUK_Tender_807901.pdf,1
